data_collector|person_id|height|head.height|arm.span|hand.length|foot.length|floor.hip|age|my.ethnicity|my.gender|new.units|p.height|p.head.h|p.arm.span|p.hand.length|p.foot.length|p.floor.hip
07455b8d275697db40dab95a03f3c208|d461230a8b9f2893ad1ec16580afbeb2|180|23|185|20.5|28|101.5|24|w|m|cm|1|0.127777777777778|1.02777777777778|0.113888888888889|0.155555555555556|0.563888888888889
00b0bc50a5d4c23ebdac6e69cebf284d|47216f67cbc4c6ce2dc9d6e41550496d|158|24.5|161.5|16.5|23|97.25|23|w|f|cm|1|0.15506329113924|1.02215189873418|0.104430379746835|0.145569620253165|0.615506329113924
00b0bc50a5d4c23ebdac6e69cebf284d|b7d7985212d1c5dad1b63a7d529ce904|182.5|25|186|19|26|108|23|w|m|cm|1|0.136986301369863|1.01917808219178|0.104109589041096|0.142465753424658|0.591780821917808
cc97268e16b656d42336d456432e1925|c7d12fe45546c973922880529fa8edae|181|25.5|182.5|22|28.5|95.5|56|w|m|cm|1|0.140883977900552|1.00828729281768|0.121546961325967|0.157458563535912|0.527624309392265
391737a84a55fb3fc6b1f3e5789cd077|f7c4fadae08200bc74b0fe5368741290|155|22|154|17.5|24.5|94.5|56|w|f|cm|1|0.141935483870968|0.993548387096774|0.112903225806452|0.158064516129032|0.609677419354839
58056c4dc037cb0dbba1ad30215034da|2cb006f5af92908e10f658a662e1d5dc|156.21|20.32|153.035|16.51|21.7932|88.5825|28|w|f|cm|1|0.130081300813008|0.979674796747967|0.105691056910569|0.139512195121951|0.567073170731707
58056c4dc037cb0dbba1ad30215034da|5b6caf13d5494dbcf97f7cbc08fb4474|177.8|23.495|187.96|18.8341|27.0764|102.3366|27|w|m|cm|1|0.132142857142857|1.05714285714286|0.105928571428571|0.152285714285714|0.575571428571429
58056c4dc037cb0dbba1ad30215034da|25e38df28480f96f016e14a314fe3c78|152.0825|20.955|149.86|18.9865|21.9964|86.487|61|w|f|cm|1|0.137787056367432|0.985386221294363|0.124843423799582|0.144634655532359|0.568684759916493
58056c4dc037cb0dbba1ad30215034da|c2a09d55305b52aad95a25a11f4a6e9f|176.9364|20.955|177.4825|20.955|25.11425|100.1141|61|w|m|cm|1|0.118432385874246|1.00308641975309|0.118432385874246|0.141939420040195|0.565819695664657
58056c4dc037cb0dbba1ad30215034da|739d1aeb9df6ab5010aa49d84ffee8ed|161.925|19.05|160.655|18.415|24.13|93.98|54|w|f|cm|1|0.117647058823529|0.992156862745098|0.113725490196078|0.149019607843137|0.580392156862745
58056c4dc037cb0dbba1ad30215034da|dcb3e11bbe723cfa77314f8e5fd010c7|182.88|22.86|186.69|19.05|26.035|107.6325|55|w|m|cm|1|0.125|1.02083333333333|0.104166666666667|0.142361111111111|0.588541666666667
58056c4dc037cb0dbba1ad30215034da|b08ccacdf72360c9419bed8e73f81fab|160.02|21.1582|158.115|17.78|22.86|86.8045|63|w|f|cm|1|0.132222222222222|0.988095238095238|0.111111111111111|0.142857142857143|0.542460317460317
58056c4dc037cb0dbba1ad30215034da|d4ec69b42a38a9e3bb885e045e50861a|168.275|20.574|172.085|17.78|24.3332|102.8573|28|w|f|cm|1|0.122264150943396|1.02264150943396|0.105660377358491|0.144603773584906|0.611245283018868
28c6a87502875ef92990719df72796de|eb85e0caa487a9fd16fac6b15715dcf8|187.96|20.32|191.135|20.0025|27.6225|104.775|27|w|m|cm|1|0.108108108108108|1.01689189189189|0.106418918918919|0.146959459459459|0.557432432432432
58056c4dc037cb0dbba1ad30215034da|ee9817b969dbd601e367e777a5de7962|165.1|20.955|166.37|17.78|22.5425|96.0882|36|w|f|cm|1|0.126923076923077|1.00769230769231|0.107692307692308|0.136538461538462|0.582
e7f9de8678dd0388865077403567b45c|967282cd5d3edbae550d1c4ab643f5ce|173|22|173|17.75|26|96|23|a|m|cm|1|0.127167630057803|1|0.102601156069364|0.15028901734104|0.554913294797688
e7f9de8678dd0388865077403567b45c|8e244595a666e4311a81757ca88371b8|167|18|167|18|25|94.75|25|a|f|cm|1|0.107784431137725|1|0.107784431137725|0.149700598802395|0.567365269461078
e7f9de8678dd0388865077403567b45c|7902ed1386067dae936e6639ba7f85a4|157|19|159|16.5|23|88.5|50|a|f|cm|1|0.121019108280255|1.01273885350318|0.105095541401274|0.146496815286624|0.563694267515924
e7f9de8678dd0388865077403567b45c|6ea4dc5cd6a84ef12b677bbaabc9fc6f|158|24|146|17|24|89.5|94|a|f|cm|1|0.151898734177215|0.924050632911392|0.107594936708861|0.151898734177215|0.566455696202532
e7f9de8678dd0388865077403567b45c|4eec8ecba9d91f00de594fa5267d1c98|162|22.5|163|18.5|24|96|72|a|f|cm|1|0.138888888888889|1.00617283950617|0.114197530864198|0.148148148148148|0.592592592592593
e7f9de8678dd0388865077403567b45c|49f34c755408a89228f78967771c175f|168|28|177|19|25|93.5|72|a|m|cm|1|0.166666666666667|1.05357142857143|0.113095238095238|0.148809523809524|0.556547619047619
e7f9de8678dd0388865077403567b45c|aacdcaab42f85782dbafce7a5d26b4b1|151|20|165|18|24|95.75|76|a|f|cm|1|0.132450331125828|1.09271523178808|0.119205298013245|0.158940397350993|0.634105960264901
e7f9de8678dd0388865077403567b45c|f1b5a149b72512dffa7774d6a793b41b|149|29|148|16.5|22.5|93.25|68|a|f|cm|1|0.194630872483221|0.993288590604027|0.110738255033557|0.151006711409396|0.625838926174497
e7f9de8678dd0388865077403567b45c|15f97b6406102d4ccf285b8063f39f84|159|23|167|16.75|22.5|93|75|a|m|cm|1|0.144654088050314|1.05031446540881|0.105345911949686|0.141509433962264|0.584905660377358
e7f9de8678dd0388865077403567b45c|0657038008ee10df1a7dc9e8b25e59a0|162|22.5|160.5|17.75|24|98|77|a|m|cm|1|0.138888888888889|0.990740740740741|0.109567901234568|0.148148148148148|0.604938271604938
b7c953cb6c1f80156d72b012e64c2f5b|830b198e4dbea57bc18d39e4174bd4a4|173.99|25.0825|181.61|18.89125|25.4|89.535|27|w|m|cm|1|0.144160583941606|1.04379562043796|0.108576642335766|0.145985401459854|0.514598540145985
b7c953cb6c1f80156d72b012e64c2f5b|839d0778a7469b85de24947ff78d9c15|170.18|18.415|172.72|16.51|23.495|96.52|58|w|f|cm|1|0.108208955223881|1.01492537313433|0.0970149253731343|0.138059701492537|0.567164179104478
b7c953cb6c1f80156d72b012e64c2f5b|d001d856ebdf0decd03d46283237d5d4|177.8|25.4|182.88|17.78|26.67|105.41|52|w|m|cm|1|0.142857142857143|1.02857142857143|0.1|0.15|0.592857142857143
b7c953cb6c1f80156d72b012e64c2f5b|ce9d8ffcc3b2509bdf8bee1e4787b014|152.4|24.13|152.4|15.875|21.59|87.63|53|w|f|cm|1|0.158333333333333|1|0.104166666666667|0.141666666666667|0.575
b7c953cb6c1f80156d72b012e64c2f5b|dfe7ac4bf28ba478a59850d3ca63ceb3|161.925|19.685|158.115|17.4625|23.8125|79.6925|61|w|f|cm|1|0.12156862745098|0.976470588235294|0.107843137254902|0.147058823529412|0.492156862745098
b7c953cb6c1f80156d72b012e64c2f5b|fe37167d943dc7ea355615ecf8c775f9|162.56|21.59|161.29|17.78|24.4475|90.17|68|w|f|cm|1|0.1328125|0.9921875|0.109375|0.150390625|0.5546875
b7c953cb6c1f80156d72b012e64c2f5b|a815dbe596b632b4fd406210c97257d5|180.34|20.32|182.88|18.415|25.7175|102.235|69|w|m|cm|1|0.112676056338028|1.01408450704225|0.102112676056338|0.142605633802817|0.566901408450704
58056c4dc037cb0dbba1ad30215034da|7a7ad17163012c8f04322273aebfe886|184.15|20.955|186.69|19.05|28.2575|104.775|30|w|m|cm|1|0.113793103448276|1.01379310344828|0.103448275862069|0.153448275862069|0.568965517241379
7e6e6a69493f1d54a74ecdd4058ebadf|68097a6cb16bbb5dbd68f19762081469|158|22|159.5|17|21.75|92.5|62|a|f|cm|1|0.139240506329114|1.00949367088608|0.107594936708861|0.137658227848101|0.585443037974684
7e6e6a69493f1d54a74ecdd4058ebadf|338c1ca2a3984271538bc74eae7bef6b|172|24|168|19.5|25.25|100|68|a|m|cm|1|0.13953488372093|0.976744186046512|0.113372093023256|0.146802325581395|0.581395348837209
7e6e6a69493f1d54a74ecdd4058ebadf|0c5f10813c5f6befe0da412e67a6aa60|190.5|22.25|193|21|28.375|105.125|36|w|m|cm|1|0.116797900262467|1.01312335958005|0.110236220472441|0.148950131233596|0.551837270341207
7e6e6a69493f1d54a74ecdd4058ebadf|2b5ea6f3126404c7e4eda7825bed9899|180.25|21.5|185.5|19.875|26.75|109|42|w|f|cm|1|0.119278779472954|1.02912621359223|0.110263522884882|0.148404993065187|0.604715672676838
7e6e6a69493f1d54a74ecdd4058ebadf|7b57fe76c35503b0a477d287ea00b37f|158|20.5|166|16.75|23.5|84.75|33|a|f|cm|1|0.129746835443038|1.05063291139241|0.106012658227848|0.14873417721519|0.536392405063291
7e6e6a69493f1d54a74ecdd4058ebadf|1d6fdbb06fbbf58b46d607cf1685049e|178|22|174|17.5|23.5|102.5|34|w|m|cm|1|0.123595505617978|0.97752808988764|0.098314606741573|0.132022471910112|0.575842696629214
7e6e6a69493f1d54a74ecdd4058ebadf|a8e17797adc14c4a0d5e471e1c51e978|173|20|179|18.25|26.5|100.75|36|a|m|cm|1|0.115606936416185|1.03468208092486|0.105491329479769|0.153179190751445|0.582369942196532
7e6e6a69493f1d54a74ecdd4058ebadf|fb0584aba84a3668a9bbf0470fba3076|162.5|20.3|165|17.4|22.3|96.5|38|a|f|cm|1|0.124923076923077|1.01538461538462|0.107076923076923|0.137230769230769|0.593846153846154
7e6e6a69493f1d54a74ecdd4058ebadf|d1c3771b9b322f68e211feb06e6be920|168|20|165|18|24.425|91.5|40|w|m|cm|1|0.119047619047619|0.982142857142857|0.107142857142857|0.145386904761905|0.544642857142857
f697d5c9213997cc167707e4f07a8da8|3036ed5a46ad4a5a95f1539c3380b842|158|21.5|162|18|23.25|88|23|a|f|cm|1|0.136075949367089|1.0253164556962|0.113924050632911|0.147151898734177|0.556962025316456
f697d5c9213997cc167707e4f07a8da8|7c1c7202e4c08021c2f734c5c8e2f087|162|24|164|20.25|23.75|86|60|a|m|cm|1|0.148148148148148|1.01234567901235|0.125|0.146604938271605|0.530864197530864
f697d5c9213997cc167707e4f07a8da8|92bfa27dc07eba67b807bc12b1718d6f|160|23|159|19|23.5|83.5|52|a|f|cm|1|0.14375|0.99375|0.11875|0.146875|0.521875
f697d5c9213997cc167707e4f07a8da8|6a2b00bf02f70b2f261665b44e22013a|171|23|171.5|19|26|96.5|64|w|m|cm|1|0.134502923976608|1.00292397660819|0.111111111111111|0.152046783625731|0.564327485380117
54da3e417c8efaddfe60f2634e0655ff|fd4c92272d5a952adf7aad11c20458e1|182.88|23.495|193.04|19.05|27.94|99.06|25|w|m|cm|1|0.128472222222222|1.05555555555556|0.104166666666667|0.152777777777778|0.541666666666667
